instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"I noticed a man walking on the sidewalk on university drive on my way to class. He seemed to be carrying a large knife. There was a knife holder hanging off his right hip but unsure if a knife was in there. He was following closely behind a student. He had no bags so I didn't think he was a student. Seemed suspicious so I continued to follow him from a distance. Got close to him when he stopped on college ave and university to cross the street on to campus. When I got closer it was clear he was carrying a knife. [QUANTITY]. Male, [NORP], about #'#, ### lbs, blue camo sweatshirt, jeans.",WOULD YOU MIND TALKING TO AN OFFICER?,How long ago did you see him?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user noticed a man walking on the sidewalk on University Drive, carrying a large knife. The man had a knife holder on his right hip but it was unclear if there was a knife inside. The user followed the man from a distance and saw him stop at College Ave and University to cross the street onto campus. The user got closer and confirmed that the man was carrying a knife. The user contacted an admin and provided a description of the man. The admin asked for the time and direction the man was last seen, and if he was threatening with the knife. The user said it was a few minutes ago and the man was not threatening, just walking around. The admin asked if the user wanted officer contact or just for them to attempt to locate the man. The user said they didn't mind talking to an officer but they were in class at the moment. The admin asked for the user's phone number and thanked them for the information. The user thanked the admin and wished them a great day. 
 User: I noticed a man walking on the sidewalk on university drive on my way to class. He seemed to be carrying a large knife. There was a knife holder hanging off his right hip but unsure if a knife was in there. He was following closely behind a student. He had no bags so I didn't think he was a student. Seemed suspicious so I continued to follow him from a distance. Got close to him when he stopped on college ave and university to cross the street on to campus. When I got closer it was clear he was carrying a knife. [QUANTITY]. Male, [NORP], about #'#, ### lbs, blue camo sweatshirt, jeans.
Dispatcher:",[],"A user noticed a man walking on the sidewalk on University Drive, carrying a large knife. The man had a knife holder on his right hip but it was unclear if there was a knife inside. The user followed the man from a distance and saw him stop at College Ave and University to cross the street onto campus. The user got closer and confirmed that the man was carrying a knife. The user contacted an admin and provided a description of the man. The admin asked for the time and direction the man was last seen, and if he was threatening with the knife. The user said it was a few minutes ago and the man was not threatening, just walking around. The admin asked if the user wanted officer contact or just for them to attempt to locate the man. The user said they didn't mind talking to an officer but they were in class at the moment. The admin asked for the user's phone number and thanked them for the information. The user thanked the admin and wished them a great day.",1,112,59.48,56.04,72.58,11.2,11.2,16.96,89.29,73.21,54.46,13.39,12.5,4.46,0,0,8.04,0,0.89,11.61,8.93,0,14.29,8.04,7.14,6.25,1.79,17.86,7.14,2.68,0,0,0,0,8.93,0.89,8.04,4.46,0,0,3.57,0,2.68,0,0.89,0,0.89,0.89,0,0.89,0,0,0,0,11.61,0,0,0,0,0,0,11.61,0,0,0,9.82,0,0,0,0,6.25,0,0,6.25,0,0,0.89,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,3.57,16.07,0.89,4.46,9.82,0.89,0,0,3.57,10.71,0,0,0,0,0,0,0,23.21,8.93,4.46,0,0,1.79,8.04,0
Perfect thank you,You're welcome,Your welcome.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user shares their experience of being approached by two white women at a parking lot in a university campus. The women asked the user to take a survey for a bible group and asked for their phone number to provide more information. The user is now concerned about the possibility of human trafficking and asks for an officer to call them. The admin explains that the call may come from a blocked number as officers sometimes use their personal phones. The user thanks the admin for their help. 
 User: I was walking to the parking lot of the student center at [GPE] when two white women approached me about a survey for a bible group in [GPE]. One of their names was [PERSON] (can't remember the other girl's name). They looked like they were in their ##'s maybe?? Well i took the survey and the questions were about abortion, alcohol, [PERSON], etc. And at the end they asked me if i wanted more information about it. I said yes, so they asked if they could get my phone number so i was like “yes of course”. So i gave one of them my number and they said they would text me but they haven't yet. Anyways, after the whole situation i realized how this has been happening a lot around [GPE] and how they use this tactic for human trafficking. So I'm super terrified now and i feel like I'm gonna get kidnapped and i just don't even know how to walk outside without feeling like I'm being chased. So yes i hate everything
Dispatcher: Thank you for the tip. Would you like an officer to call you about the incident? 
 User: Yes
Dispatcher: Please 
 User: There will be an officer contacting you shortly. The call may come from a blocked number.
Dispatcher: Why 
 User: Like the blocked number thing
Dispatcher: They are not always at the police station to give people a call back, and sometimes must use their personal phone. 
 User: Perfect thank you
Dispatcher:","[[""I was walking to the parking lot of the student center at [GPE] when two white women approached me about a survey for a bible group in [GPE]. One of their names was [PERSON] (can't remember the other girl's name). They looked like they were in their ##'s maybe?? Well i took the survey and the questions were about abortion, alcohol, [PERSON], etc. And at the end they asked me if i wanted more information about it. I said yes, so they asked if they could get my phone number so i was like “yes of course”. So i gave one of them my number and they said they would text me but they haven't yet. Anyways, after the whole situation i realized how this has been happening a lot around [GPE] and how they use this tactic for human trafficking. So I'm super terrified now and i feel like I'm gonna get kidnapped and i just don't even know how to walk outside without feeling like I'm being chased. So yes i hate everything"", 'Thank you for the tip. Would you like an officer to call you about the incident?'], ['Yes', 'Please'], ['There will be an officer contacting you shortly. The call may come from a blocked number.', 'Why'], ['Like the blocked number thing', 'They are not always at the police station to give people a call back, and sometimes must use their personal phone.']]",A user shares their experience of being approached by two white women at a parking lot in a university campus. The women asked the user to take a survey for a bible group and asked for their phone number to provide more information. The user is now concerned about the possibility of human trafficking and asks for an officer to call them. The admin explains that the call may come from a blocked number as officers sometimes use their personal phones. The user thanks the admin for their help.,1,3,10.19,99,,99,3,33.33,100,100,33.33,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,33.33,0,0,0,0,33.33,0,0,66.67,66.67,0,0,0,0,0,0,0,0,66.67,33.33,33.33,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No. I honestly don’t know. She hasn’t been back to visit or anything since she graduated. She disconnected with a lot of people here.,Ok. Was it a male or female? A male would be considered current if he is still enrolled even if he doesn't live in the residence halls we have in our student code of conduct,"Can you tell me what the caption on the video was, its hard to see in the vehicle","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reports to an admin on [DATE] about a classmate's concerning behavior on social media. The classmate is seen punching a mirror and making threats towards someone on campus who is dating their ex. The user has already reported their concerns to the department chair and has attached the video as evidence. The admin thanks the user for using LiveSafe and asks for more information about the ex-girlfriend and her current boyfriend. The user reveals the ex-girlfriend's name and that she graduated from [GPE] in ####. They also mention that she has disconnected from many people since graduating. The admin asks for the caption on the video and thanks the user for their help. 
 User: [DATE], I saw a fellow classmates snapstory that made me fear for his personal safety and the safety of others. It showed him punching at a mirror and referring to someone on campus who was dating a significant other whom had ended a relationship with him. I have gone to our department chair about my concerns for his safety as well as other incidents and messages I've received that alarmed me, and she told me to report it to [ORG]. I've attached the video as well.
Dispatcher: Thank you for using LiveSafe. We will follow up. Do you happen to know the name of [ORG]'s former girlfriend? 
 User: [PERSON]. I believe she’s from [GPE] and she graduated with him.
Dispatcher: So she is not a current student? 
 User: No. She would have graduated in #### I believe.
Dispatcher: What about her current boyfriend? Any idea who he is? 
 User: No. I honestly don’t know. She hasn’t been back to visit or anything since she graduated. She disconnected with a lot of people here.
Dispatcher:","[[""[DATE], I saw a fellow classmates snapstory that made me fear for his personal safety and the safety of others. It showed him punching at a mirror and referring to someone on campus who was dating a significant other whom had ended a relationship with him. I have gone to our department chair about my concerns for his safety as well as other incidents and messages I've received that alarmed me, and she told me to report it to [ORG]. I've attached the video as well."", ""Thank you for using LiveSafe. We will follow up. Do you happen to know the name of [ORG]'s former girlfriend?""], ['[PERSON]. I believe she’s from [GPE] and she graduated with him.', 'So she is not a current student?'], ['No. She would have graduated in #### I believe.', 'What about her current boyfriend? Any idea who he is?']]",A user reports to an admin on [DATE] about a classmate's concerning behavior on social media. The classmate is seen punching a mirror and making threats towards someone on campus who is dating their ex. The user has already reported their concerns to the department chair and has attached the video as evidence. The admin thanks the user for using LiveSafe and asks for more information about the ex-girlfriend and her current boyfriend. The user reveals the ex-girlfriend's name and that she graduated from [GPE] in ####. They also mention that she has disconnected from many people since graduating. The admin asks for the caption on the video and thanks the user for their help.,1,24,5.64,1.71,39.59,,6,16.67,95.83,75,70.83,20.83,16.67,4.17,0,0,12.5,0,4.17,12.5,4.17,0,16.67,12.5,4.17,8.33,12.5,16.67,0,12.5,4.17,0,4.17,0,29.17,4.17,25,4.17,4.17,0,8.33,4.17,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,4.17,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,8.33,0,0,0,4.17,4.17,8.33,0,0,0,0,0,0,25,16.67,0,0,0,8.33,0,0
"I watched from my window with the lights out for the guy, saw him again walking out of the parking lot and down the road towards miltimore hall.",[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?,[ACRONYM] [ACRONYM]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports seeing a suspicious white male in the parking lot of a location on a specific date and time. The male was tall and pale with possibly short brown hair, wearing black basketball shorts with a white stripe and a jacket or hoodie. The user is unsure of the color of the jacket/hoodie. The admin asks if the male was wearing a specific type of jacket/hoodie and informs the user that officers are checking the area. The user continues to provide updates on the male's movements and the admin asks for more information. The user reports seeing the male walking towards another building and the admin asks for clarification. 
 User: #:##AM-from my room i saw a white male walking around the phase v parking lot. when I noticed him he was looking at a car, then proceeded to walk down the parking lot towards oak hall. he passes out of my sight but then returns approx. [DATE]. he walks back down the parking lot and is last seen making his way along the side of [FAC]. this could be nothing but I thought it was odd and wanted to say something. he was tall and pale, possibly with short hair that was brown. black basketball shorts with a white stripe down the side with a jacket or hoodie. looked like he was in [DATE].
Dispatcher: [ACRONYM] [ACRONYM] JACKET [ACRONYM] HOODIE? 
 User: I couldn't tell. It might have been gray bit it was dark.
Dispatcher: OFFICERS [ACRONYM] CHECKING [ACRONYM] [ACRONYM]A--[ACRONYM] [ACRONYM] 
 User: I watched from my window with the lights out for the guy, saw him again walking out of the parking lot and down the road towards miltimore hall.
Dispatcher:","[['#:##AM-from my room i saw a white male walking around the phase v parking lot. when I noticed him he was looking at a car, then proceeded to walk down the parking lot towards oak hall. he passes out of my sight but then returns approx. [DATE]. he walks back down the parking lot and is last seen making his way along the side of [FAC]. this could be nothing but I thought it was odd and wanted to say something. he was tall and pale, possibly with short hair that was brown. black basketball shorts with a white stripe down the side with a jacket or hoodie. looked like he was in [DATE].', '[ACRONYM] [ACRONYM] JACKET [ACRONYM] HOODIE?'], [""I couldn't tell. It might have been gray bit it was dark."", 'OFFICERS [ACRONYM] CHECKING [ACRONYM] [ACRONYM]A--[ACRONYM] [ACRONYM]']]","A user reports seeing a suspicious white male in the parking lot of a location on a specific date and time. The male was tall and pale with possibly short brown hair, wearing black basketball shorts with a white stripe and a jacket or hoodie. The user is unsure of the color of the jacket/hoodie. The admin asks if the male was wearing a specific type of jacket/hoodie and informs the user that officers are checking the area. The user continues to provide updates on the male's movements and the admin asks for more information. The user reports seeing the male walking towards another building and the admin asks for clarification.",1,28,99,40.06,97.09,,28,17.86,89.29,75,64.29,10.71,10.71,7.14,0,0,3.57,0,0,21.43,14.29,0,28.57,0,3.57,3.57,0,10.71,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,32.14,3.57,3.57,17.86,10.71,0,0,3.57,7.14,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,0
"possibly homeless person loitering in [FAC]. [NORP] wearing all black [DATE] clothing with beanie. [QUANTITY], thin. non violent. last seen taking elevator",Can you meet with an Officer after you meet with your meeting?,Thank you for contacting [ORG]. Did you see where they went after taking the elevator or have you left the area?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a possibly homeless person loitering in a facility, wearing all black clothing with a beanie. The person is described as thin and non-violent. The user last saw them taking an elevator and then attempting to enter classrooms on the second floor. They also mention the person has a gray beanie and a black backpack. The administrator thanks the user for contacting their organization and asks if they have seen where the person went after taking the elevator. The user replies that they lost track of the person and that no classrooms are accessible without a card. The administrator informs the user that officers are being sent to the area and offers to meet with them after they make contact. The user declines, stating they have a meeting to attend. The administrator thanks the user for using LiveSafe and the user thanks them for their assistance. 
 User: possibly homeless person loitering in [FAC]. [NORP] wearing all black [DATE] clothing with beanie. [QUANTITY], thin. non violent. last seen taking elevator
Dispatcher:",[],"A user reports a possibly homeless person loitering in a facility, wearing all black clothing with a beanie. The person is described as thin and non-violent. The user last saw them taking an elevator and then attempting to enter classrooms on the second floor. They also mention the person has a gray beanie and a black backpack. The administrator thanks the user for contacting their organization and asks if they have seen where the person went after taking the elevator. The user replies that they lost track of the person and that no classrooms are accessible without a card. The administrator informs the user that officers are being sent to the area and offers to meet with them after they make contact. The user declines, stating they have a meeting to attend. The administrator thanks the user for using LiveSafe and the user thanks them for their assistance.",1,22,94.5,66.75,79.84,1,4.4,36.36,77.27,59.09,18.18,0,0,0,0,0,0,0,0,4.55,0,0,9.09,0,4.55,0,0,18.18,18.18,13.64,4.55,0,0,4.55,9.09,4.55,4.55,0,0,0,4.55,0,0,0,9.09,0,9.09,4.55,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,22.73,0,0,13.64,9.09,0,0,9.09,4.55,0,0,0,0,0,0,0,59.09,18.18,4.55,0,0,0,36.36,0
No problem thanks for assisting.,"Not a problem, have a good day.",You're welcome!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a possibly homeless person loitering in a facility, wearing all black clothing with a beanie. The person is described as thin and non-violent. The user last saw them taking an elevator and then attempting to enter classrooms on the second floor. They also mention the person has a gray beanie and a black backpack. The administrator thanks the user for contacting their organization and asks if they have seen where the person went after taking the elevator. The user replies that they lost track of the person and that no classrooms are accessible without a card. The administrator informs the user that officers are being sent to the area and offers to meet with them after they make contact. The user declines, stating they have a meeting to attend. The administrator thanks the user for using LiveSafe and the user thanks them for their assistance. 
 User: possibly homeless person loitering in [FAC]. [NORP] wearing all black [DATE] clothing with beanie. [QUANTITY], thin. non violent. last seen taking elevator
Dispatcher: Thank you for contacting [ORG]. Did you see where they went after taking the elevator or have you left the area? 
 User: He is on the second floor or [PERSON] now attempting to enter classrooms
Dispatcher: Gray beanie with black backpack 
 User: Lost track of him
Dispatcher: Have they entered a classroom? 
 User: No classrooms are card accessible only
Dispatcher: Okay, we are sending officers to the area. Would you like to meet with them after they make contact? 
 User: Sorry, I have a meeting to go to
Dispatcher: Okay, that is fine. Thank you for using LiveSafe. 
 User: No problem thanks for assisting.
Dispatcher:","[['possibly homeless person loitering in [FAC]. [NORP] wearing all black [DATE] clothing with beanie. [QUANTITY], thin. non violent. last seen taking elevator', 'Thank you for contacting [ORG]. Did you see where they went after taking the elevator or have you left the area?'], ['He is on the second floor or [PERSON] now attempting to enter classrooms', 'Gray beanie with black backpack'], ['Lost track of him', 'Have they entered a classroom?'], ['No classrooms are card accessible only', 'Okay, we are sending officers to the area. Would you like to meet with them after they make contact?'], ['Sorry, I have a meeting to go to', 'Okay, that is fine. Thank you for using LiveSafe.']]","A user reports a possibly homeless person loitering in a facility, wearing all black clothing with a beanie. The person is described as thin and non-violent. The user last saw them taking an elevator and then attempting to enter classrooms on the second floor. They also mention the person has a gray beanie and a black backpack. The administrator thanks the user for contacting their organization and asks if they have seen where the person went after taking the elevator. The user replies that they lost track of the person and that no classrooms are accessible without a card. The administrator informs the user that officers are being sent to the area and offers to meet with them after they make contact. The user declines, stating they have a meeting to attend. The administrator thanks the user for using LiveSafe and the user thanks them for their assistance.",1,5,89.52,1,,99,5,40,100,80,40,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,20,40,0,0,0,0,0,0,40,20,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,40,40,40,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
Yes. The operators are in the parking lot.,Can you provide a better description? Either way we can send units to check it out.,Do you have a description?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a case of breaking and entering at a construction lot behind a person's location. The operators have cut the lock on the gate and are using the lot as an unlicensed parking lot. They also play loud music. The admin asks if the user sees anyone currently, to which the user confirms that the operators are in the parking lot. The admin asks for a description, but the user does not have one. The user explains that the operators are near the entrance collecting money, blowing a whistle, and yelling. The admin offers to meet with the police, but the user declines, stating that this happens every week and needs to be addressed. The user also mentions witnessing the operators cutting the lock off the fence to use the lot as an illegal parking area. The admin informs the user that the lot is not owned by the organization and advises them to contact the appropriate authorities. 
 User: Breaking and entering at construction lot behind [PERSON] on [PERSON]. Operators cut the lock on the gate and operate the lot as an unlicensed parking lot. Operators also play loud music
Dispatcher: Do you see anyone now? 
 User: Yes. The operators are in the parking lot.
Dispatcher:","[['Breaking and entering at construction lot behind [PERSON] on [PERSON]. Operators cut the lock on the gate and operate the lot as an unlicensed parking lot. Operators also play loud music', 'Do you see anyone now?']]","A user reports a case of breaking and entering at a construction lot behind a person's location. The operators have cut the lock on the gate and are using the lot as an unlicensed parking lot. They also play loud music. The admin asks if the user sees anyone currently, to which the user confirms that the operators are in the parking lot. The admin asks for a description, but the user does not have one. The user explains that the operators are near the entrance collecting money, blowing a whistle, and yelling. The admin offers to meet with the police, but the user declines, stating that this happens every week and needs to be addressed. The user also mentions witnessing the operators cutting the lock off the fence to use the lot as an illegal parking area. The admin informs the user that the lot is not owned by the organization and advises them to contact the appropriate authorities.",1,8,99,,15.38,,4,25,75,75,62.5,0,0,0,0,0,0,0,0,37.5,25,0,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,25,25,0,0,0,0,0,0
Roaming cafe area,Are you able to provide a specific location on the first floor?,Thank you. We will send officers. Would you like to meet with any officers regarding what your reporting today?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a suspicious black male at a specific location, describing his appearance and behavior. The admin thanks the user for contacting the organization and asks for more information about how long the male has been there. The user confirms that he has been there for at least an hour and has been moving around the building. The admin confirms that the male is inside the building and sends officers to the location. The admin offers to have the user meet with officers, but the user declines. The admin reassures the user that the male is actually security at the location and apologizes for any inconvenience. The user thanks the admin for sending officers and the admin emphasizes the importance of staying safe. 
 User: Suspicious Black male, [DATE], slender build, [ORG]. #'#”-#'##”, walking around [ORG] of [ORG]. [PERSON], black beanie, black suit with red tie. Male is loitering
Dispatcher: Thank you for contacting [ORG]. How long would you say he's been there? 
 User: At least an hour
Dispatcher: He’s been sitting at different places, sits for a little bit, then walks and looks around 
 User: Ok thank you for the information. Just to confirm hes on the inside of the building?
Dispatcher: Correct, on the first floor as of # minutes ago 
 User: Roaming cafe area
Dispatcher:","[[""Suspicious Black male, [DATE], slender build, [ORG]. #'#”-#'##”, walking around [ORG] of [ORG]. [PERSON], black beanie, black suit with red tie. Male is loitering"", ""Thank you for contacting [ORG]. How long would you say he's been there?""], ['At least an hour', 'He’s been sitting at different places, sits for a little bit, then walks and looks around'], ['Ok thank you for the information. Just to confirm hes on the inside of the building?', 'Correct, on the first floor as of # minutes ago']]","A user reports a suspicious black male at a specific location, describing his appearance and behavior. The admin thanks the user for contacting the organization and asks for more information about how long the male has been there. The user confirms that he has been there for at least an hour and has been moving around the building. The admin confirms that the male is inside the building and sends officers to the location. The admin offers to have the user meet with officers, but the user declines. The admin reassures the user that the male is actually security at the location and apologizes for any inconvenience. The user thanks the admin for sending officers and the admin emphasizes the importance of staying safe.",1,3,,,99,,3,33.33,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The man who was pacing was in a camo jacket and jeans,White or Black?,"Black, white or hispanic male?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a suspicious man pacing in front of a Starbucks entrance in [LOC]. The user describes the man as wearing a camo jacket and jeans and being a white male with a grey goatee. The user is unsure if the man is still in the area, but they saw him [TIME] ago. The admin informs the user that an officer is in the area looking for the man and thanks them for the tip. The user later reports seeing a different man pacing in front of a student at a library, causing the student to look uncomfortable. The admin asks for more details on what the person is doing wrong. The user explains that the man keeps stopping in front of the student, causing them discomfort. 
 User: Suspicious man pacing back and forth in front of Willy T Starbucks entrance. Student-aged boy sitting outside on a laptop, looked scared.
Dispatcher: What was he wearing? 
 User: The man who was pacing was in a camo jacket and jeans
Dispatcher:","[['Suspicious man pacing back and forth in front of Willy T Starbucks entrance. Student-aged boy sitting outside on a laptop, looked scared.', 'What was he wearing?']]","A user reports a suspicious man pacing in front of a Starbucks entrance in [LOC]. The user describes the man as wearing a camo jacket and jeans and being a white male with a grey goatee. The user is unsure if the man is still in the area, but they saw him [TIME] ago. The admin informs the user that an officer is in the area looking for the man and thanks them for the tip. The user later reports seeing a different man pacing in front of a student at a library, causing the student to look uncomfortable. The admin asks for more details on what the person is doing wrong. The user explains that the man keeps stopping in front of the student, causing them discomfort.",1,12,73.36,98.75,3.81,,12,0,66.67,58.33,58.33,8.33,8.33,0,0,0,0,0,0,16.67,16.67,0,8.33,16.67,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Did anything come of it? We are back at the library and there is now a different man pacing.,Everything's fine. An officer spoke to the original man and he left the area.,What is it exactly that the person is doing wrong?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a suspicious man pacing in front of a Starbucks entrance in [LOC]. The user describes the man as wearing a camo jacket and jeans and being a white male with a grey goatee. The user is unsure if the man is still in the area, but they saw him [TIME] ago. The admin informs the user that an officer is in the area looking for the man and thanks them for the tip. The user later reports seeing a different man pacing in front of a student at a library, causing the student to look uncomfortable. The admin asks for more details on what the person is doing wrong. The user explains that the man keeps stopping in front of the student, causing them discomfort. 
 User: Suspicious man pacing back and forth in front of Willy T Starbucks entrance. Student-aged boy sitting outside on a laptop, looked scared.
Dispatcher: What was he wearing? 
 User: The man who was pacing was in a camo jacket and jeans
Dispatcher: Black, white or hispanic male? 
 User: White
Dispatcher: Does he have a beard 
 User: A grey goatee
Dispatcher: Is he still in the area? 
 User: Not sure, we saw him # minutes ago and then left
Dispatcher: We have an officer in area looking for him. Thanks for your tip. 
 User: Did anything come of it? We are back at the library and there is now a different man pacing.
Dispatcher:","[['Suspicious man pacing back and forth in front of Willy T Starbucks entrance. Student-aged boy sitting outside on a laptop, looked scared.', 'What was he wearing?'], ['The man who was pacing was in a camo jacket and jeans', 'Black, white or hispanic male?'], ['White', 'Does he have a beard'], ['A grey goatee', 'Is he still in the area?'], ['Not sure, we saw him # minutes ago and then left', 'We have an officer in area looking for him. Thanks for your tip.']]","A user reports a suspicious man pacing in front of a Starbucks entrance in [LOC]. The user describes the man as wearing a camo jacket and jeans and being a white male with a grey goatee. The user is unsure if the man is still in the area, but they saw him [TIME] ago. The admin informs the user that an officer is in the area looking for the man and thanks them for the tip. The user later reports seeing a different man pacing in front of a student at a library, causing the student to look uncomfortable. The admin asks for more details on what the person is doing wrong. The user explains that the man keeps stopping in front of the student, causing them discomfort.",1,19,22.98,90.88,99,,9.5,15.79,94.74,78.95,68.42,15.79,5.26,0,5.26,0,0,0,10.53,10.53,10.53,0,10.53,15.79,10.53,5.26,0,21.05,5.26,0,5.26,5.26,0,0,10.53,0,10.53,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,5.26,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,15.79,0,5.26,15.79,0,0,0,5.26,5.26,15.79,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,0,0
