instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Please see image. This message is going out to people in the community. Please know that this is unacceptable. There has been no official messaging to those on campus and there is an extreme amount of anxiety. Of you can send someone from [ACRONYM] to our official sheltering in place locations that would be a huge help.,THANK YOU,Good evening Ms. [PERSON]. I will pass on this information to my supervisor.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user expresses concern about a message being sent to the community without official messaging to those on campus, causing anxiety. They request for someone from [ACRONYM] to be sent to official sheltering locations. An admin responds and promises to pass on the information to their supervisor. The user thanks them and requests for a DPS officer to be present at two locations. The admin explains that all available staff are currently on service calls but will inform their supervisor about the incident being tweeted. The user mentions false information being spread on multiple tweets and promises to send the next tweet. The admin thanks them. 
 User: Please see image. This message is going out to people in the community. Please know that this is unacceptable. There has been no official messaging to those on campus and there is an extreme amount of anxiety. Of you can send someone from [ACRONYM] to our official sheltering in place locations that would be a huge help.
Dispatcher:",[],"A user expresses concern about a message being sent to the community without official messaging to those on campus, causing anxiety. They request for someone from [ACRONYM] to be sent to official sheltering locations. An admin responds and promises to pass on the information to their supervisor. The user thanks them and requests for a DPS officer to be present at two locations. The admin explains that all available staff are currently on service calls but will inform their supervisor about the incident being tweeted. The user mentions false information being spread on multiple tweets and promises to send the next tweet. The admin thanks them.",1,2,1,99,,99,2,0,100,100,50,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,100,50,50,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hi, I'm sorry if this is wasting your time but I was told by my therapist at caps that if I felt suicidal at all I should talk to [ORG]. I don't want to worry you, I'm not feeling actively suicidal or planning anything or anything like that, I just strongly feel the urge to not live anymore if that makes sense? And I think I've been having a panic attack for a few hours now, my chest feels really tight and my breathing is short. I tried reaching out to one of those hotlines online but have been waiting for a while. I'm sorry if this is not your problem or if I'm keeping you from doing something more important, this is not urgent or an emergency, I just don't know what to do.",Thank you for reaching out to us. Are you currently located at [FAC]?,Thank you for using LiveSafe! Where are you? I will send an Officer to you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reaches out to an admin, apologizing for potentially wasting their time. They explain that their therapist advised them to talk to [ORG] if they ever felt suicidal. The user clarifies that they are not actively suicidal but have been experiencing strong urges to not live. They also mention having a panic attack and trying to reach out to a hotline. The admin offers to send an officer to the user's location, but the user is unsure if that is necessary. They are currently in bed and just want to know what to do. The admin offers the option to speak to an officer or resident director on the phone, but the user is unsure and asks if they can continue talking on the platform. The admin confirms that they can continue the conversation there. 
 User: Hi, I'm sorry if this is wasting your time but I was told by my therapist at caps that if I felt suicidal at all I should talk to [ORG]. I don't want to worry you, I'm not feeling actively suicidal or planning anything or anything like that, I just strongly feel the urge to not live anymore if that makes sense? And I think I've been having a panic attack for a few hours now, my chest feels really tight and my breathing is short. I tried reaching out to one of those hotlines online but have been waiting for a while. I'm sorry if this is not your problem or if I'm keeping you from doing something more important, this is not urgent or an emergency, I just don't know what to do.
Dispatcher:",[],"A user reaches out to an admin, apologizing for potentially wasting their time. They explain that their therapist advised them to talk to [ORG] if they ever felt suicidal. The user clarifies that they are not actively suicidal but have been experiencing strong urges to not live. They also mention having a panic attack and trying to reach out to a hotline. The admin offers to send an officer to the user's location, but the user is unsure if that is necessary. They are currently in bed and just want to know what to do. The admin offers the option to speak to an officer or resident director on the phone, but the user is unsure and asks if they can continue talking on the platform. The admin confirms that they can continue the conversation there.",1,13,74.95,99,99,99,6.5,23.08,92.31,76.92,69.23,23.08,23.08,0,7.69,15.38,0,0,0,0,0,0,30.77,7.69,7.69,0,0,15.38,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,30.77,7.69,7.69,7.69,0,0,7.69,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,23.08,0,7.69,23.08,0,0,0,7.69,0,15.38,0,0,0,0,0,0,30.77,7.69,0,7.69,0,0,15.38,0
We have it connected and the battery is on but the engine won’t flip on,Does the car start and run normally without the jump box?,Then your battery is completely dead and the jump won't help it. You'll need a new battery.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user asks the admin if they have anything to charge a car battery as they are trying to jump a car in the overflow lot. The admin informs them that they have a jump box that can be checked out at the [ACRONYM] and they will need to hold the user's [ACRONYM] while they have the jump box. The user thanks the admin and says they will be right over. Later, the user informs the admin that they have connected the jump box but the engine won't start. The admin explains that the battery is completely dead and a new one is needed. However, the user then says never mind as the car has started running. 
 User: We are trying to jump a car currently in the overflow lot and we're wondering if you had anything to charge a car battery?
Dispatcher: We have a jump box that you can check out. You will need to walk over to the [ACRONYM] to check it out. We will need to hold your [ACRONYM] while you have our jump box. 
 User: Ok thank you so much we will be right over
Dispatcher: You're welcome 
 User: We have it connected and the battery is on but the engine won’t flip on
Dispatcher:","[[""We are trying to jump a car currently in the overflow lot and we're wondering if you had anything to charge a car battery?"", 'We have a jump box that you can check out. You will need to walk over to the [ACRONYM] to check it out. We will need to hold your [ACRONYM] while you have our jump box.'], ['Ok thank you so much we will be right over', ""You're welcome""]]","The user asks the admin if they have anything to charge a car battery as they are trying to jump a car in the overflow lot. The admin informs them that they have a jump box that can be checked out at the [ACRONYM] and they will need to hold the user's [ACRONYM] while they have the jump box. The user thanks the admin and says they will be right over. Later, the user informs the admin that they have connected the jump box but the engine won't start. The admin explains that the battery is completely dead and a new one is needed. However, the user then says never mind as the car has started running.",1,11,71.44,5.27,95.15,,11,18.18,90.91,72.73,54.55,0,0,0,0,0,0,0,0,18.18,18.18,0,9.09,9.09,18.18,9.09,0,27.27,0,0,0,0,0,0,18.18,0,18.18,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,18.18,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
I am along with the [ORG] store supervisor,"Ok, we can send someone to meet you at the store. Can you meet an officer at the front door of the #store?","Okay, go ahead and talk to the officer. Thank you for contacting [ORG]. If you need the [ACRONYM] for anything else you can contact us using your Livesafe app, or by phone at (###)###-####.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user admits to stealing an item from a store and contacts the [ACRONYM] Police. The admin asks if it is a crime in progress and provides a phone number to call if it is. The user confirms they are with an officer and the store supervisor. The admin advises them to speak with the officer and thanks them for contacting [ORG]. The user thanks the admin and wishes them a good day. 
 User: Stole item from [ACRONYM] store
Dispatcher: Thank you for calling [ACRONYM] Police! 
 User: Is this a crime in progress? If so, please call #-#-#.
Dispatcher: I have an officer but awaiting [ORG] to arrive 
 User: I understand you are with an officer currently?
Dispatcher: Yes 
 User: I am along with the [ORG] store supervisor
Dispatcher:","[['Stole item from [ACRONYM] store', 'Thank you for calling [ACRONYM] Police!'], ['Is this a crime in progress? If so, please call #-#-#.', 'I have an officer but awaiting [ORG] to arrive'], ['I understand you are with an officer currently?', 'Yes']]",A user admits to stealing an item from a store and contacts the [ACRONYM] Police. The admin asks if it is a crime in progress and provides a phone number to call if it is. The user confirms they are with an officer and the store supervisor. The admin advises them to speak with the officer and thanks them for contacting [ORG]. The user thanks the admin and wishes them a good day.,1,23,97.2,99,1,99,11.5,8.7,100,78.26,60.87,17.39,13.04,0,4.35,8.7,0,0,4.35,17.39,17.39,0,17.39,8.7,0,0,0,21.74,0,0,8.7,4.35,0,4.35,13.04,0,13.04,0,0,8.7,4.35,0,0,0,8.7,8.7,0,0,0,0,0,0,0,0,30.43,8.7,0,0,0,0,0,21.74,0,0,0,0,0,0,0,0,17.39,0,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,8.7,0,0,8.7,0,0,0,0,0,8.7,0,4.35,0,4.35,0,0,17.39,4.35,4.35,4.35,0,0,4.35,0
On [PERSON] next to [PERSON],"Ok, we will send an officer to the address you provided, is there anything specific you'd like the officer to do?","Ok will send an officer to meet with you, where do you want to meet","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user expresses concern about being videoed while walking their dog near an organization on a specific street. The admin asks for a description of the person and offers to dispatch an officer to speak with the user. The user provides a description and says they are currently at their house but would prefer to meet around the corner. The admin confirms they will send an officer and asks for a meeting location. The user confirms the group of people is still in the area and provides a description of a woman in the group. The admin confirms officers are on their way and asks for a description of the woman. The user provides a description and says they will be waiting on the corner. 
 User: It the person still in the area? do you have a description?
Dispatcher: I believe so. A tall white man graying hair wearing a black shirt. I kept my head down and continued to walk 
 User: We can dispatch an officer where will you be located so you can speak with them?
Dispatcher: How long ago did this occur? 
 User: I guess I[PERSON] concerned they saw me go to my house. And I don’t want them to know me.
Dispatcher: Less than ## minutes ago 
 User: Did he follow you? where are you located exactly so we can send an officer?
Dispatcher: They were in a group of four people and from a distance were in the middle of the sidewalk. So when I walked past I said they were in the way, the man commented that I[PERSON] in the way with my dog. 
 User: They did not follow me just videoed. Me on my way down the street.
Dispatcher: I[ORG] in my house but I’d prefer to go around the corner. 
 User: On [PERSON] next to [PERSON]
Dispatcher:","[['It the person still in the area? do you have a description?', 'I believe so. A tall white man graying hair wearing a black shirt. I kept my head down and continued to walk'], ['We can dispatch an officer where will you be located so you can speak with them?', 'How long ago did this occur?'], ['I guess I[PERSON] concerned they saw me go to my house. And I don’t want them to know me.', 'Less than ## minutes ago'], ['Did he follow you? where are you located exactly so we can send an officer?', 'They were in a group of four people and from a distance were in the middle of the sidewalk. So when I walked past I said they were in the way, the man commented that I[PERSON] in the way with my dog.'], ['They did not follow me just videoed. Me on my way down the street.', 'I[ORG] in my house but I’d prefer to go around the corner.']]",A user expresses concern about being videoed while walking their dog near an organization on a specific street. The admin asks for a description of the person and offers to dispatch an officer to speak with the user. The user provides a description and says they are currently at their house but would prefer to meet around the corner. The admin confirms they will send an officer and asks for a meeting location. The user confirms the group of people is still in the area and provides a description of a woman in the group. The admin confirms officers are on their way and asks for a description of the woman. The user provides a description and says they will be waiting on the corner.,1,21,56.86,99,1,99,21,28.57,95.24,80.95,66.67,19.05,14.29,0,4.76,9.52,0,0,4.76,14.29,14.29,0,14.29,19.05,4.76,0,0,28.57,4.76,0,14.29,4.76,0,9.52,4.76,0,4.76,0,0,0,4.76,0,0,0,9.52,9.52,0,9.52,9.52,0,0,0,0,0,33.33,4.76,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,0,4.76,4.76,4.76,4.76,0,4.76,0,0,19.05,0,9.52,4.76,0,4.76,0,0
Thank you so much though,No problem. We will advise other students of this incident. Have a good night.,"You're welcome and thank you for the information. If there is a next time you see or encounter him, please contact us as soon as possible. We can send an officer to speak with and identify him.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports suspicious activity involving a man claiming to be an alumnus of the school. The man has approached the user and their roommate on separate occasions, making them both uncomfortable. The user provides a description of the man and the locations and dates of the encounters. The admin offers to send an officer to speak with the user, but the user declines. The admin provides a phone number for the user to call if they encounter the man again. The user thanks the admin for their help. 
 User: Hello, I would like to report suspicious activity. I have been approached twice by a man in [DATE] claiming to be an alumnus of the school. He has approached both me, and my roommate on separate occasions with the same story that his name is [PERSON], likes to come back and see how the campus has changed since he graduated in [DATE], or visit friends and made us both very uncomfortable. Each time we were approached by him, it was on a [DATE], and either in the library, near [GPE], or by [GPE].
Dispatcher: Can you describe this man? How long ago and where exactly did you see him today? 
 User: I saw him within the last hour. He probably between #’#” to [QUANTITY] tall, was wearing glasses with black rims, and was [NORP] [NORP]
Dispatcher: I want to say he was wearing a plaid shirt, but I can’t remember 
 User: I will pass this information along. What exactly did he say or do that made you uncomfortable?
Dispatcher: He was running after me and following me back to my dorm. Because I don’t really know who this man is, and there wasn’t anyone around made me really nervous. When he encountered my roommate, he got her number and was asking her for pictures of herself multiple times, and that knowledge made the second encounter very uncomfortable also. 
 User: Would you like for me to send an officer to speak with you?
Dispatcher: No thank you, I think I’ll be okay. I[ORG] in my dorm now. I just wanted to report it because it[ORG] happened multiple times, and I don’t want it to happen to anyone else 
 User: Thank you so much though
Dispatcher:","[['Hello, I would like to report suspicious activity. I have been approached twice by a man in [DATE] claiming to be an alumnus of the school. He has approached both me, and my roommate on separate occasions with the same story that his name is [PERSON], likes to come back and see how the campus has changed since he graduated in [DATE], or visit friends and made us both very uncomfortable. Each time we were approached by him, it was on a [DATE], and either in the library, near [GPE], or by [GPE].', 'Can you describe this man? How long ago and where exactly did you see him today?'], ['I saw him within the last hour. He probably between #’#” to [QUANTITY] tall, was wearing glasses with black rims, and was [NORP] [NORP]', 'I want to say he was wearing a plaid shirt, but I can’t remember'], ['I will pass this information along. What exactly did he say or do that made you uncomfortable?', 'He was running after me and following me back to my dorm. Because I don’t really know who this man is, and there wasn’t anyone around made me really nervous. When he encountered my roommate, he got her number and was asking her for pictures of herself multiple times, and that knowledge made the second encounter very uncomfortable also.'], ['Would you like for me to send an officer to speak with you?', 'No thank you, I think I’ll be okay. I[ORG] in my dorm now. I just wanted to report it because it[ORG] happened multiple times, and I don’t want it to happen to anyone else']]","A user reports suspicious activity involving a man claiming to be an alumnus of the school. The man has approached the user and their roommate on separate occasions, making them both uncomfortable. The user provides a description of the man and the locations and dates of the encounters. The admin offers to send an officer to speak with the user, but the user declines. The admin provides a phone number for the user to call if they encounter the man again. The user thanks the admin for their help.",1,14,35.59,79.51,99,99,4.67,21.43,92.86,57.14,57.14,14.29,7.14,0,7.14,0,0,0,7.14,28.57,7.14,0,7.14,14.29,0,0,7.14,35.71,7.14,0,7.14,7.14,0,0,21.43,7.14,14.29,0,0,0,0,0,7.14,0,28.57,28.57,0,7.14,7.14,0,0,0,0,0,50,35.71,7.14,28.57,0,0,7.14,14.29,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,28.57,0,0,7.14,0,0,0,0,0,21.43,21.43,0,0,0,0,0,0
She can get us some,"Alright, it's good to have people help each other out. The officer will be there as soon as possible. Have a good night",Thank you for letting us know. Please be careful out there.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user contacts an admin to report that their car has run out of gas. The admin asks for the user's location, and the user responds with a privacy token for their name and a highway. The user then mentions taking a right off of a lane. The admin asks if the car is blocking the roadway, and the user clarifies that they are off to the side. The admin explains that there is only one officer available and suggests that the user ask a friend to bring them gas. The user says they are still waiting for a response and then confirms that their friend can help. The admin thanks the user for letting them know and reminds them to be careful. The user agrees and the conversation ends. 
 User: Hi, my car ran out of gas. not sure what to do.
Dispatcher: Where are you? 
 User: Sollace m [PERSON] highway
Dispatcher: We took a right off of [GPE] lane 
 User: Are you blocking the roadway or off to the side?
Dispatcher: Off to the side 
 User: We only have one officer here and he is on a call right now. Do you have a freind that can take you to get some gas?
Dispatcher: I'm still waiting on a response 
 User: Okay.
Dispatcher: I think she can one second 
 User: She can get us some
Dispatcher:","[['Hi, my car ran out of gas. not sure what to do.', 'Where are you?'], ['Sollace m [PERSON] highway', 'We took a right off of [GPE] lane'], ['Are you blocking the roadway or off to the side?', 'Off to the side'], ['We only have one officer here and he is on a call right now. Do you have a freind that can take you to get some gas?', ""I'm still waiting on a response""], ['Okay.', 'I think she can one second']]","A user contacts an admin to report that their car has run out of gas. The admin asks for the user's location, and the user responds with a privacy token for their name and a highway. The user then mentions taking a right off of a lane. The admin asks if the car is blocking the roadway, and the user clarifies that they are off to the side. The admin explains that there is only one officer available and suggests that the user ask a friend to bring them gas. The user says they are still waiting for a response and then confirms that their friend can help. The admin thanks the user for letting them know and reminds them to be careful. The user agrees and the conversation ends.",1,23,34.72,40.06,99,99,7.67,13.04,100,73.91,69.57,4.35,0,0,0,0,0,0,4.35,17.39,8.7,0,17.39,21.74,13.04,8.7,0,34.78,13.04,0,8.7,4.35,0,4.35,8.7,0,8.7,0,0,0,4.35,0,4.35,0,26.09,26.09,0,8.7,8.7,0,0,0,0,0,26.09,21.74,4.35,17.39,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,8.7,0,0,8.7,0,0,0,21.74,0,4.35,8.7,4.35,0,4.35,0,0,17.39,8.7,4.35,0,0,4.35,0,0
Good Morning. Could someone come and let the [ORG] staff in the [ORG] ## clinic on Campus Loop Rd? The door won't unlock.,"Yes, we can send someone out to your location. What time did this happen?","ok, yes we will send someone out to your location. confirming is is a key card entery?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user requests assistance in unlocking the door at the [ORG] clinic on Campus Loop Rd. An admin confirms that someone will be sent to their location and asks if it is a key card entry. The user confirms and thanks the admin. 
 User: Good Morning. Could someone come and let the [ORG] staff in the [ORG] ## clinic on Campus Loop Rd? The door won't unlock.
Dispatcher:",[],A user requests assistance in unlocking the door at the [ORG] clinic on Campus Loop Rd. An admin confirms that someone will be sent to their location and asks if it is a key card entry. The user confirms and thanks the admin.,1,14,7.34,99,2.36,,7,14.29,100,85.71,64.29,35.71,14.29,0,7.14,7.14,0,0,21.43,14.29,0,0,14.29,14.29,0,0,0,28.57,0,0,7.14,7.14,0,0,21.43,7.14,14.29,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,14.29,0,0,14.29,0,0,0,0,7.14,7.14,0,7.14,0,7.14,0,0,21.43,7.14,7.14,7.14,0,0,0,0
Shall I meet them in front or in back of [ORG]?,Front i think they usually park in the front.,Back of lewis is where he will meet you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

The user asks if the shuttle service is still running and apologizes for their microphone not working. The admin confirms that the shuttle is running from a certain location every day. The user then asks if they can request a shuttle from one location to another, and the admin says one will be on the way soon. The user asks where they should meet the shuttle, and the admin says in the back of a specific location. The admin reminds the user that a certain person is reserved for emergency notifications and thanks them for using the service. The user apologizes and thanks the admin. The admin thanks the user for using the service. 
 User: Is the shuttle service still running? I apologize for the text my microphone on my calls is not currently functioning.
Dispatcher: Yes the shuttle is running from [ORG] everyday unless stated otherwise. 
 User: Can I request a shuttle from [ORG] to [ORG]?
Dispatcher: yes one will be on the way soon 
 User: Shall I meet them in front or in back of [ORG]?
Dispatcher:","[['Is the shuttle service still running? I apologize for the text my microphone on my calls is not currently functioning.', 'Yes the shuttle is running from [ORG] everyday unless stated otherwise.'], ['Can I request a shuttle from [ORG] to [ORG]?', 'yes one will be on the way soon']]","The user asks if the shuttle service is still running and apologizes for their microphone not working. The admin confirms that the shuttle is running from a certain location every day. The user then asks if they can request a shuttle from one location to another, and the admin says one will be on the way soon. The user asks where they should meet the shuttle, and the admin says in the back of a specific location. The admin reminds the user that a certain person is reserved for emergency notifications and thanks them for using the service. The user apologizes and thanks the admin. The admin thanks the user for using the service.",1,9,66.04,40.06,99,,9,11.11,88.89,66.67,55.56,22.22,22.22,11.11,0,0,0,11.11,0,11.11,11.11,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,22.22,0,22.22,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
They are at the bottom on the first ramp. People can go around.,"Thank you for notifying [ORG]., we will send an officer to check on the situation. Please reply here if an officer calls you.",Ok thank you. I will send an officer to check on them.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user informs an admin that someone is trying to change a tire at the bottom of a parking deck and may need help. The admin asks if they are blocking the entrance or out of the flow of traffic. The user clarifies that they are on the first ramp and people can go around. The admin thanks the user and says they will send an officer to check on the situation. The user thanks the admin and the admin thanks the user for notifying campus police. 
 User: Someone is trying to change a tire at the bottom of the parking deck. They might need help.
Dispatcher: Are they blocking the entrance or are they out of the flow of traffic? 
 User: They are at the bottom on the first ramp. People can go around.
Dispatcher:","[['Someone is trying to change a tire at the bottom of the parking deck. They might need help.', 'Are they blocking the entrance or are they out of the flow of traffic?']]",A user informs an admin that someone is trying to change a tire at the bottom of a parking deck and may need help. The admin asks if they are blocking the entrance or out of the flow of traffic. The user clarifies that they are on the first ramp and people can go around. The admin thanks the user and says they will send an officer to check on the situation. The user thanks the admin and the admin thanks the user for notifying campus police.,1,23,89.52,99,4.38,84.9,11.5,17.39,91.3,60.87,52.17,13.04,13.04,0,4.35,8.7,0,0,0,13.04,13.04,0,13.04,4.35,4.35,4.35,0,13.04,0,0,13.04,4.35,0,8.7,8.7,0,8.7,0,0,0,4.35,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,34.78,13.04,8.7,8.7,0,0,8.7,21.74,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,8.7,4.35,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,26.09,13.04,4.35,0,0,0,8.7,0
"Ok, thanks",Please watch out for them. They will be looking for you.,Please make sure you stay safe and watch out for officers,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user, who is not identified, reports that they live in a certain location and their apartment was broken into while their roommate was arriving home at a specific time. The user's phone was stolen, along with their roommate's car and laptop. The admin, who works for an organization that is not named, asks if the user is safe and if the person who broke into the apartment is still inside. The user confirms that they are safe and that only they and their roommates are present. The admin informs the user that the police have been notified and provides a phone number for the police department. The user thanks the admin and the admin reminds them to stay safe and watch out for officers. The admin also provides a code for the user to reference. 
 User: I am [PERSON]. I am living in [DATE] [PERSON], [GPE]. [DATE]. My apartment was break in when my roommate coming home around ##:##pm. And my phone was stolen. My roommate's car and laptop were stolen.
Dispatcher: This is [ORG] 
 User: Are you safe?
Dispatcher: Yes. 
 User: Is the person inside the apt
Dispatcher: No 
 User: Only me and my roommates are here
Dispatcher: Okay. [PERSON] Police has been notified for your complaint. [PERSON] [ACRONYM] phone number is ###-###-####. 
 User: Ok, thanks
Dispatcher:","[[""I am [PERSON]. I am living in [DATE] [PERSON], [GPE]. [DATE]. My apartment was break in when my roommate coming home around ##:##pm. And my phone was stolen. My roommate's car and laptop were stolen."", 'This is [ORG]'], ['Are you safe?', 'Yes.'], ['Is the person inside the apt', 'No'], ['Only me and my roommates are here', 'Okay. [PERSON] Police has been notified for your complaint. [PERSON] [ACRONYM] phone number is ###-###-####.']]","The user, who is not identified, reports that they live in a certain location and their apartment was broken into while their roommate was arriving home at a specific time. The user's phone was stolen, along with their roommate's car and laptop. The admin, who works for an organization that is not named, asks if the user is safe and if the person who broke into the apartment is still inside. The user confirms that they are safe and that only they and their roommates are present. The admin informs the user that the police have been notified and provides a phone number for the police department. The user thanks the admin and the admin reminds them to stay safe and watch out for officers. The admin also provides a code for the user to reference.",1,11,45.12,99,5.07,,5.5,9.09,100,81.82,72.73,27.27,27.27,0,0,9.09,0,18.18,0,0,0,0,27.27,18.18,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,9.09,9.09,9.09,0,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,36.36,27.27,0,9.09,27.27,0,0,0,0,0,9.09,0,0,0,0,0,18.18,18.18,0,0,0,0,0,0
